Incoming,Outgoing,Node Count,Incoming (MB/s),Outgoing (MB/s),Node Count
1267438.80597015,772219.900497513,6381,1.267438806,0.7722199005,6381
1247121.39303483,726573.134328358,6381,1.247121393,0.7265731343,6381
1289844.7761194,748662.686567164,6379,1.2898447761,0.7486626866,6379
1345862.5498008,663161.354581673,6379,1.3458625498,0.6631613546,6379
1275107.56972112,707256.972111554,6379,1.2751075697,0.7072569721,6379
1373947.26368159,665390.049751244,6378,1.3739472637,0.6653900498,6378
1406692.53731343,791948.258706468,6375,1.4066925373,0.7919482587,6375
1362169.15422886,651851.741293532,6375,1.3621691542,0.6518517413,6375
1377778.66400798,772823.529411765,6375,1.377778664,0.7728235294,6375
1238860.69651741,610011.940298508,6373,1.2388606965,0.6100119403,6373
1161667.66169154,805593.034825871,6372,1.1616676617,0.8055930348,6372
1134002.97619048,634817.46031746,6371,1.1340029762,0.6348174603,6371
1161529.94011976,654252.49500998,6369,1.1615299401,0.654252495,6369
1436164.34262948,612973.107569721,6367,1.4361643426,0.6129731076,6367
1359658.39126117,807165.839126117,6365,1.3596583913,0.8071658391,6365
1330843.78109453,712892.537313433,6362,1.3308437811,0.7128925373,6362
1297553.44655345,781461.538461539,6361,1.2975534466,0.7814615385,6361
1252461.30952381,659945.436507936,6360,1.2524613095,0.6599454365,6360
1355687.56218906,783023.880597015,6358,1.3556875622,0.7830238806,6358
1289158.20895522,716168.15920398,6356,1.289158209,0.7161681592,6356
1367935.25896414,931476.09561753,6353,1.367935259,0.9314760956,6353
1333009.97008973,718692.921236291,6351,1.3330099701,0.7186929212,6351
1464343.96809571,839644.06779661,6348,1.4643439681,0.8396440678,6348
1457236.5805169,695775.347912525,6347,1.4572365805,0.6957753479,6347
1327359.56175299,809142.430278884,6347,1.3273595618,0.8091424303,6347
1378488.30409357,692675.438596491,6347,1.3784883041,0.6926754386,6347
1459151.7311609,807806.517311609,6343,1.4591517312,0.8078065173,6343
1451703.48258707,677776.119402985,6342,1.4517034826,0.6777761194,6342
1445969.15422886,815793.034825871,6340,1.4459691542,0.8157930348,6340
1357387.06467662,707499.502487562,6336,1.3573870647,0.7074995025,6336
1251997.01492537,736028.855721393,6335,1.2519970149,0.7360288557,6335
1261232.8358209,725811.940298508,6333,1.2612328358,0.7258119403,6333
1187146.41434263,818352.589641434,6331,1.1871464143,0.8183525896,6331
1243716.41791045,736973.134328358,6331,1.2437164179,0.7369731343,6331
1219884.46215139,862884.462151395,6329,1.2198844622,0.8628844622,6329
1253936.25498008,732315.737051793,6328,1.253936255,0.7323157371,6328
1342359.2039801,914468.656716418,6324,1.342359204,0.9144686567,6324
1356381.47410359,947277.888446215,6323,1.3563814741,0.9472778884,6323
1221394.02985075,870862.686567164,6322,1.2213940299,0.8708626866,6322
1323004.97512438,813473.631840796,6321,1.3230049751,0.8134736318,6321
1284101.5936255,706454.183266932,6318,1.2841015936,0.7064541833,6318
1261938.30845771,894521.393034826,6312,1.2619383085,0.894521393,6312
1177567.1641791,844125.373134328,6312,1.1775671642,0.8441253731,6312
1238021.9123506,940113.545816733,6312,1.2380219124,0.9401135458,6312
1195479.08366534,768294.820717131,6311,1.1954790837,0.7682948207,6311
1296712.43781095,880655.721393035,6311,1.2967124378,0.8806557214,6311
1176201.19521912,732639.442231076,6310,1.1762011952,0.7326394422,6310
1309108.78243513,832014.97005988,6307,1.3091087824,0.8320149701,6307
1274048.80478088,779204.183266932,6298,1.2740488048,0.7792041833,6298
1344128.48605578,998918.326693227,6291,1.3441284861,0.9989183267,6291
1419882.47011952,828314.741035857,6289,1.4198824701,0.828314741,6289
1340895.52238806,936538.308457712,6289,1.3408955224,0.9365383085,6289
1345624.12761715,725362.911266202,6287,1.3456241276,0.7253629113,6287
1382554.22885572,824955.223880597,6287,1.3825542289,0.8249552239,6287
1329182.45264207,716561.316051845,6286,1.3291824526,0.7165613161,6286
1271621.51394422,911241.035856574,6283,1.2716215139,0.9112410359,6283
1350683.94815553,741532.402791625,6281,1.3506839482,0.7415324028,6281
1375173.30677291,917913.346613546,6280,1.3751733068,0.9179133466,6280
1360213.71769384,859558.648111332,6280,1.3602137177,0.8595586481,6280
1269637.7245509,912125.748502994,6280,1.2696377246,0.9121257485,6280
1170633.83084577,720815.92039801,6278,1.1706338308,0.7208159204,6278
1153544.82071713,828202.19123506,6275,1.1535448207,0.8282021912,6275
1214054.72636816,697045.771144279,6275,1.2140547264,0.6970457711,6275
1073957.63546798,810193.103448276,6274,1.0739576355,0.8101931034,6274
1173645.51863041,811380.664652568,6274,1.1736455186,0.8113806647,6274
1194255.23429711,854977.068793619,6273,1.1942552343,0.8549770688,6273
1239010.9561753,832592.629482072,6271,1.2390109562,0.8325926295,6271
1123363.54581673,933623.505976096,6270,1.1233635458,0.933623506,6270
1242453.73134328,783349.253731343,6267,1.2424537313,0.7833492537,6267
1226457.17131474,923317.729083665,6267,1.2264571713,0.9233177291,6267
1053199.00990099,783718.811881188,6266,1.0531990099,0.7837188119,6266
988779.324055666,845095.427435388,6264,0.9887793241,0.8450954274,6264
1045390.82751745,916694.915254237,6263,1.0453908275,0.9166949153,6263
1070129.35323383,874210.945273632,6263,1.0701293532,0.8742109453,6263
949773.678963111,712720.837487537,6262,0.949773679,0.7127208375,6262
1009359.56175299,923500,6261,1.0093595618,0.9235,6261
1018661.35458167,757213.147410359,6261,1.0186613546,0.7572131474,6261
994663.346613546,907377.490039841,6261,0.9946633466,0.90737749,6261
998922.388059702,743495.52238806,6259,0.9989223881,0.7434955224,6259
919279.880478088,852674.302788845,6258,0.9192798805,0.8526743028,6258
1105758.96414343,780945.219123506,6258,1.1057589641,0.7809452191,6258
1237168.32669323,904704.183266932,6257,1.2371683267,0.9047041833,6257
1458663.68159204,777822.885572139,6256,1.4586636816,0.7778228856,6256
1344596.83794466,812147.233201581,6256,1.3445968379,0.8121472332,6256
1355808.19180819,729760.23976024,6255,1.3558081918,0.7297602398,6255
1333481.51848152,825798.201798202,6255,1.3334815185,0.8257982018,6255
1272282.58706468,793478.606965174,6253,1.2722825871,0.793478607,6253
1379946.48166501,814367.690782954,6253,1.3799464817,0.8143676908,6253
1327284.86646884,681533.135509397,6252,1.3272848665,0.6815331355,6252
1365527.47252747,757025.974025974,6251,1.3655274725,0.757025974,6251
1282175.3507014,756721.442885772,6250,1.2821753507,0.7567214429,6250
1278390.04975124,648679.60199005,6250,1.2783900498,0.648679602,6250
1411388.88888889,799951.388888889,6249,1.4113888889,0.7999513889,6249
1386379.62037962,677885.114885115,6249,1.3863796204,0.6778851149,6249
1405831.69291339,847176.181102362,6248,1.4058316929,0.8471761811,6248
1329982.88016113,660149.043303122,6248,1.3299828802,0.6601490433,6248
1407559.76095618,863922.310756972,6248,1.407559761,0.8639223108,6248
1378508.47457627,706253.240279163,6247,1.3785084746,0.7062532403,6247
1325320.07952286,822059.642147117,6245,1.3253200795,0.8220596421,6245
1293321.39303483,780872.63681592,6245,1.293321393,0.7808726368,6245
1306275.89641434,791667.330677291,6245,1.3062758964,0.7916673307,6245
1254969.12350598,743908.366533865,6244,1.2549691235,0.7439083665,6244
1256348.60557769,892112.549800797,6243,1.2563486056,0.8921125498,6243
1300511.44278607,759630.845771144,6243,1.3005114428,0.7596308458,6243
1339038.84462151,866639.442231076,6243,1.3390388446,0.8666394422,6243
1229510.9561753,800140.438247012,6243,1.2295109562,0.8001404382,6243
1267417.49502982,849883.697813121,6241,1.267417495,0.8498836978,6241
1220348.95314058,906796.610169492,6241,1.2203489531,0.9067966102,6241
1315929.28286853,955809.760956175,6241,1.3159292829,0.955809761,6241
1376368.15920398,729235.820895523,6240,1.3763681592,0.7292358209,6240
1397052.78884462,893035.856573705,6239,1.3970527888,0.8930358566,6239
1189555.55555556,733885.912698413,6239,1.1895555556,0.7338859127,6239
1179426.58730159,914257.936507936,6239,1.1794265873,0.9142579365,6239
1148313.37325349,762696.606786427,6239,1.1483133733,0.7626966068,6239
1093236.5805169,910673.956262425,6239,1.0932365805,0.9106739563,6239
1097302.09371884,785299.102691924,6238,1.0973020937,0.7852991027,6238
1176735.05976096,862481.075697211,6238,1.1767350598,0.8624810757,6238
1113078.68525896,820909.362549801,6237,1.1130786853,0.8209093625,6237
1017562.19392752,917829.578844271,6236,1.0175621939,0.9178295788,6236
1171806.41925777,856719.157472417,6236,1.1718064193,0.8567191575,6236
1199545.36390828,881796.610169492,6235,1.1995453639,0.8817966102,6235
1168024.85089463,661806.163021869,6235,1.1680248509,0.661806163,6235
1235613.93034826,923809.950248756,6234,1.2356139303,0.9238099502,6234
1258685.25896414,714726.09561753,6234,1.258685259,0.7147260956,6234
1168525.32274081,817563.058589871,6234,1.1685253227,0.8175630586,6234
1075874.62686567,711406.965174129,6234,1.0758746269,0.7114069652,6234
1128314.4278607,877002.985074627,6234,1.1283144279,0.8770029851,6234
1055575.12437811,793297.512437811,6234,1.0555751244,0.7932975124,6234
1063352.58964143,899074.701195219,6234,1.0633525896,0.8990747012,6234
1162494.52736318,872007.960199005,6234,1.1624945274,0.8720079602,6234
1180625.87064677,1129301.49253731,6234,1.1806258706,1.1293014925,6234
1076738.30845771,832743.28358209,6233,1.0767383085,0.8327432836,6233
1029021.93419741,941924.227318046,6232,1.0290219342,0.9419242273,6232
1116235.29411765,907281.156530409,6232,1.1162352941,0.9072811565,6232
1211333.66434955,1034733.86295929,6232,1.2113336643,1.034733863,6232
1209775.34791252,934486.083499006,6232,1.2097753479,0.9344860835,6232
1107884.69184891,882798.210735587,6232,1.1078846918,0.8827982107,6232
1103483.58208955,887779.104477612,6232,1.1034835821,0.8877791045,6232
1314297.80876494,945818.725099602,6232,1.3142978088,0.9458187251,6232
1315462.61216351,827452.642073779,6232,1.3154626122,0.8274526421,6232
1233642.22001982,956269.573835481,6232,1.23364222,0.9562695738,6232
1190446.42857143,852625,6232,1.1904464286,0.852625,6232
1283184.15841584,861329.702970297,6232,1.2831841584,0.861329703,6232
1374052.10420842,824473.947895792,6232,1.3740521042,0.8244739479,6232
1400194.02985075,885451.741293532,6232,1.4001940299,0.8854517413,6232
1299483.06772908,792744.023904382,6232,1.2994830677,0.7927440239,6232
1421621.51394422,839612.549800797,6231,1.4216215139,0.8396125498,6231
1333565.04468719,1023027.80536246,6231,1.3335650447,1.0230278054,6231
1346559.76095618,756397.410358566,6231,1.346559761,0.7563974104,6231
1334645.79439252,746454.205607477,6231,1.3346457944,0.7464542056,6231
1513955.2238806,932852.878464819,6231,1.5139552239,0.9328528785,6231
1419284.02366864,832479.289940828,6231,1.4192840237,0.8324792899,6231
1491143.71859296,710863.316582915,6231,1.4911437186,0.7108633166,6231
1638474.25742574,854175.247524753,6231,1.6384742574,0.8541752475,6231
1741756.51302605,859653.306613227,6231,1.741756513,0.8596533066,6231
1660463.14741036,924806.772908367,6231,1.6604631474,0.9248067729,6231
1531724.75247525,851621.782178218,6231,1.5317247525,0.8516217822,6231
1555640.28056112,990814.629258517,6229,1.5556402806,0.9908146293,6229
1613406.96517413,1050038.80597015,6229,1.6134069652,1.050038806,6229
1566714.8554337,1137253.24027916,6229,1.5667148554,1.1372532403,6229
1532909.45273632,1060949.25373134,6229,1.5329094527,1.0609492537,6229
1472663.34661355,882817.729083665,6228,1.4726633466,0.8828177291,6228
1486333.33333333,940065.28189911,6228,1.4863333333,0.9400652819,6228
1552529.52952953,944730.730730731,6228,1.5525295295,0.9447307307,6228
1491899.50248756,820778.109452736,6228,1.4918995025,0.8207781095,6228
1611956.13160518,985405.782652044,6228,1.6119561316,0.9854057827,6228
1511387.67395626,811862.82306163,6227,1.511387674,0.8118628231,6227
1648343.96809571,1017419.74077767,6227,1.6483439681,1.0174197408,6227
1539839.80099503,824310.447761194,6225,1.539839801,0.8243104478,6225
1456118.52589641,1062181.2749004,6225,1.4561185259,1.0621812749,6225
1447576.69322709,901379.482071713,6225,1.4475766932,0.9013794821,6225
1460547.80876494,969611.553784861,6225,1.4605478088,0.9696115538,6225
1354544.73161034,850711.729622266,6225,1.3545447316,0.8507117296,6225
1282651.74129353,879402.985074627,6224,1.2826517413,0.8794029851,6224
1258104.58167331,925064.741035857,6224,1.2581045817,0.925064741,6224
1365330.67729084,1027970.11952191,6224,1.3653306773,1.0279701195,6224
1354094.62151394,910083.665338646,6224,1.3540946215,0.9100836653,6224
1446847.76119403,1135748.25870647,6224,1.4468477612,1.1357482587,6224
1415058.70646766,892515.422885572,6224,1.4150587065,0.8925154229,6224
1449097.60956175,896773.90438247,6224,1.4490976096,0.8967739044,6224
1485747.75672981,920304.08773679,6224,1.4857477567,0.9203040877,6224
1539276.80311891,979681.286549708,6224,1.5392768031,0.9796812865,6224
1366441.23505976,716834.661354582,6224,1.3664412351,0.7168346614,6224
1475558.46774194,902683.467741936,6224,1.4755584677,0.9026834677,6224
1352126.4940239,702247.011952191,6223,1.352126494,0.702247012,6223
1464989.0438247,841640.438247012,6222,1.4649890438,0.8416404382,6222
1540182.27091633,870149.402390438,6221,1.5401822709,0.8701494024,6221
1553628.11565304,882564.307078764,6221,1.5536281157,0.8825643071,6221
1659178.10945274,913699.502487562,6220,1.6591781095,0.9136995025,6220
1585373.75745527,734641.153081511,6220,1.5853737575,0.7346411531,6220
1503801.39720559,893024.9500998,6220,1.5038013972,0.8930249501,6220
1454320.39800995,889577.114427861,6220,1.454320398,0.8895771144,6220
1392091.54228856,816644.776119403,6220,1.3920915423,0.8166447761,6220
1320601.58572844,808785.92666006,6219,1.3206015857,0.8087859267,6219
1373123.78167641,776796.296296296,6219,1.3731237817,0.7767962963,6219
1330951.31845842,905468.559837728,6219,1.3309513185,0.9054685598,6219
1374922.2333001,811983.050847458,6218,1.3749222333,0.8119830508,6218
1392528.82703777,895128.230616302,6217,1.392528827,0.8951282306,6217
1378484.54636092,727389.830508475,6217,1.3784845464,0.7273898305,6217
1378599.60159363,697007.96812749,6217,1.3785996016,0.6970079681,6217
1365257.96812749,817822.709163347,6217,1.3652579681,0.8178227092,6217
1760066.66666667,706826.865671642,6215,1.7600666667,0.7068268657,6215
2107841.79104478,845785.074626866,6214,2.107841791,0.8457850746,6214
2023175.42120912,683040.634291378,6214,2.0231754212,0.6830406343,6214
1881622.24448898,815294.589178357,6214,1.8816222445,0.8152945892,6214
1830613.61836896,804553.444180523,6214,1.8306136184,0.8045534442,6214
1823225.87064677,710847.76119403,6214,1.8232258706,0.7108477612,6214
1822017.92828685,798399.402390438,6213,1.8220179283,0.7983994024,6213
1882784.86055777,681601.593625498,6212,1.8827848606,0.6816015936,6212
1965482.58706468,733566.169154229,6212,1.9654825871,0.7335661692,6212
2083473.68421053,658571.002979146,6212,2.0834736842,0.658571003,6212
2197733.06772908,675217.131474104,6212,2.1977330677,0.6752171315,6212
1746750.99601594,688925.298804781,6212,1.746750996,0.6889252988,6212
1834578.68525896,515396.41434263,6211,1.8345786853,0.5153964143,6211
1794692.2310757,736798.804780877,6211,1.7946922311,0.7367988048,6211
1819289.84063745,537108.565737052,6211,1.8192898406,0.5371085657,6211
1699687.25099602,601614.541832669,6210,1.699687251,0.6016145418,6210
1728432.8358209,515891.542288557,6210,1.7284328358,0.5158915423,6210
1726773.13432836,688721.393034826,6209,1.7267731343,0.688721393,6209
1793057.71144279,520160.199004975,6209,1.7930577114,0.520160199,6209
1758408.77367896,689333.000997009,6208,1.7584087737,0.689333001,6208
1735131.47410359,446322.709163347,6208,1.7351314741,0.4463227092,6208
1671870.51792829,568542.828685259,6208,1.6718705179,0.5685428287,6208
1833856.57370518,571527.888446215,6208,1.8338565737,0.5715278884,6208
2021378.48605578,582006.972111554,6207,2.0213784861,0.5820069721,6207
2022557.21393035,367038.805970149,6205,2.0225572139,0.367038806,6205
1984332.67130089,616427.010923535,6205,1.9843326713,0.6164270109,6205
1829083.33333333,562858.134920635,6205,1.8290833333,0.5628581349,6205
1178112.43781095,609006.965174129,6205,1.1781124378,0.6090069652,6205
1265811.94029851,495924.378109453,6205,1.2658119403,0.4959243781,6205
1288887.56218906,672656.716417911,6205,1.2888875622,0.6726567164,6205
1195789.84063745,602059.760956175,6205,1.1957898406,0.602059761,6205
1197609.34393638,705291.252485089,6205,1.1976093439,0.7052912525,6205
1258360.55776892,565612.549800797,6205,1.2583605578,0.5656125498,6205
1202985.05976096,613550.796812749,6205,1.2029850598,0.6135507968,6205
1228893.63817097,565274.35387674,6205,1.2288936382,0.5652743539,6205
1151169.32270916,582340.637450199,6203,1.1511693227,0.5823406375,6203
1286998.00995025,510599.004975124,6203,1.28699801,0.510599005,6203
1258432.27091633,556680.278884462,6203,1.2584322709,0.5566802789,6203
1278939.24302789,574366.533864542,6203,1.278939243,0.5743665339,6203
1356833.99602386,739070.576540756,6202,1.356833996,0.7390705765,6202
1399062.68656716,580702.487562189,6202,1.3990626866,0.5807024876,6202
1141082.66932271,573762.948207171,6200,1.1410826693,0.5737629482,6200
1135135.59322034,538106.67996012,6200,1.1351355932,0.53810668,6200
1028645.12922465,594695.825049702,6200,1.0286451292,0.594695825,6200
1176053.73134328,525421.890547264,6200,1.1760537313,0.5254218905,6200
1038683.58208955,656844.776119403,6200,1.0386835821,0.6568447761,6200
1080987.05179283,603710.15936255,6200,1.0809870518,0.6037101594,6200
987868.787276342,743368.787276342,6200,0.9878687873,0.7433687873,6200
1028222.333001,617324.027916251,6200,1.028222333,0.6173240279,6200
935663.346613546,696013.944223108,6200,0.9356633466,0.6960139442,6200
1002764.41351889,547416.500994036,6199,1.0027644135,0.547416501,6199
1118898.30508475,640104.685942174,6199,1.1188983051,0.6401046859,6199
1179166.33466135,554460.15936255,6199,1.1791663347,0.5544601594,6199
1217277.06057597,571278.053624628,6199,1.2172770606,0.5712780536,6199
1255096.13478692,581901.883052527,6199,1.2550961348,0.5819018831,6199
1320694.417238,656056.80705191,6199,1.3206944172,0.6560568071,6199
1367215.35393819,588905.284147557,6199,1.3672153539,0.5889052841,6199
1296550.40322581,691077.620967742,6199,1.2965504032,0.691077621,6199
1313629.48207171,517458.167330677,6199,1.3136294821,0.5174581673,6199
1293845.77114428,649928.358208955,6199,1.2938457711,0.6499283582,6199
1320285.28827038,511624.254473161,6199,1.3202852883,0.5116242545,6199
1346023.88059702,464191.044776119,6198,1.3460238806,0.4641910448,6198
1107856.71641791,431283.582089552,6197,1.1078567164,0.4312835821,6197
1185618.6693148,477378.351539226,6196,1.1856186693,0.4773783515,6196
1195969.33728981,721437.190900099,6196,1.1959693373,0.7214371909,6196
1253629.37062937,593484.515484516,6195,1.2536293706,0.5934845155,6195
1294848.51485149,763609.900990099,6195,1.2948485149,0.763609901,6195
1263919.56305859,598247.269116187,6195,1.2639195631,0.5982472691,6195
1457086.48111332,684085.487077535,6195,1.4570864811,0.6840854871,6195
1207021.86878728,631318.091451292,6195,1.2070218688,0.6313180915,6195
1099949.01960784,638662.745098039,6195,1.0999490196,0.6386627451,6195
1125533.60080241,531441.323971916,6193,1.1255336008,0.531441324,6193
1107751.49105368,587004.970178927,6193,1.1077514911,0.5870049702,6193
1104120.39800995,417626.865671642,6192,1.104120398,0.4176268657,6192
1076478.69177403,635998.017839445,6192,1.0764786918,0.6359980178,6192
1066481.11332008,469176.938369781,6192,1.0664811133,0.4691769384,6192
1129485.05976096,659848.605577689,6192,1.1294850598,0.6598486056,6192
1108396.41434263,525752.988047809,6191,1.1083964143,0.525752988,6191
1260109.45273632,661814.925373134,6191,1.2601094527,0.6618149254,6191
1114046.812749,559340.637450199,6191,1.1140468127,0.5593406375,6191
1256623.13060818,710031.904287139,6191,1.2566231306,0.7100319043,6191
1164999.00596421,636242.54473161,6190,1.164999006,0.6362425447,6190
1128791.25248509,676811.133200795,6190,1.1287912525,0.6768111332,6190
1138220.89552239,783644.776119403,6190,1.1382208955,0.7836447761,6190
1233861.52324431,750731.948565777,6190,1.2338615232,0.7507319486,6190
1252793.41317365,561459.081836327,6189,1.2527934132,0.5614590818,6189
1134465.67164179,571562.189054726,6189,1.1344656716,0.5715621891,6189
1102654.72636816,387957.213930348,6187,1.1026547264,0.3879572139,6187
1174617.06349206,581896.825396825,6187,1.1746170635,0.5818968254,6187
1226756.48702595,548959.081836327,6187,1.226756487,0.5489590818,6187
1329974.10358566,705708.167330677,6185,1.3299741036,0.7057081673,6185
1181418.32669323,473476.09561753,6185,1.1814183267,0.4734760956,6185
1193023.88059702,596664.676616916,6185,1.1930238806,0.5966646766,6185
1150508.42418236,650191.278493558,6185,1.1505084242,0.6501912785,6185
1102408.95522388,663931.343283582,6185,1.1024089552,0.6639313433,6185
1180098.40954274,571810.13916501,6185,1.1800984095,0.5718101392,6185
1098698.80715706,723637.17693837,6184,1.0986988072,0.7236371769,6184
1165193.03482587,593911.44278607,6183,1.1651930348,0.5939114428,6183
1126802.38331678,635721.946375373,6183,1.1268023833,0.6357219464,6183
1129534.72222222,520690.476190476,6183,1.1295347222,0.5206904762,6183
1038390.14778325,582429.556650246,6183,1.0383901478,0.5824295567,6183
995862.311557789,444284.422110553,6183,0.9958623116,0.4442844221,6183
1085817.27904667,602355.51142006,6183,1.085817279,0.6023555114,6183
1387211.51936445,630293.942403178,6182,1.3872115194,0.6302939424,6182
1135098.50746269,747745.273631841,6182,1.1350985075,0.7477452736,6182
1258416.91542289,635056.716417911,6182,1.2584169154,0.6350567164,6182
1140745.7795432,727857.994041708,6182,1.1407457795,0.727857994,6182
1189255.97609562,654653.386454183,6182,1.1892559761,0.6546533865,6182
1222403.17775571,776676.266137041,6182,1.2224031778,0.7766762661,6182
1133539.84063745,676845.617529881,6181,1.1335398406,0.6768456175,6181
1235971.25867195,772278.493557978,6180,1.2359712587,0.7722784936,6180
1249362.18905473,709935.323383085,6180,1.2493621891,0.7099353234,6180
1284699.70267592,752545.094152626,6180,1.2846997027,0.7525450942,6180
1200138.30845771,665937.313432836,6179,1.2001383085,0.6659373134,6179
1178103.58565737,730303.784860558,6179,1.1781035857,0.7303037849,6179
1203484.57711443,668249.751243781,6179,1.2034845771,0.6682497512,6179
1253279.88047809,695440.239043825,6179,1.2532798805,0.695440239,6179
1234049.70178926,660973.161033797,6178,1.2340497018,0.660973161,6178
1138792.82868526,642357.569721116,6178,1.1387928287,0.6423575697,6178
1185013.91650099,595461.232604374,6178,1.1850139165,0.5954612326,6178
1255910.26919242,508301.09670987,6177,1.2559102692,0.5083010967,6177
1156798.80478088,747368.525896414,6177,1.1567988048,0.7473685259,6177
1207798.80478088,646182.270916335,6177,1.2077988048,0.6461822709,6177
1130280.59701493,749885.572139304,6177,1.130280597,0.7498855721,6177
1223718.4079602,617603.980099503,6177,1.223718408,0.6176039801,6177
1196621.64846077,809155.908639523,6177,1.1966216485,0.8091559086,6177
1198711.15537849,611425.298804781,6177,1.1987111554,0.6114252988,6177
1310981.05682951,651015.952143569,6177,1.3109810568,0.6510159521,6177
1306021.89054726,587730.348258707,6177,1.3060218905,0.5877303483,6177
1251100.29498525,657524.090462144,6177,1.251100295,0.6575240905,6177
1446850.65590313,578515.640766902,6177,1.4468506559,0.5785156408,6177
1220225.1984127,621231.150793651,6176,1.2202251984,0.6212311508,6176
1278948.31013917,471128.230616302,6176,1.2789483101,0.4711282306,6176
1306560.51587302,703720.238095238,6176,1.3065605159,0.7037202381,6176
1156388.88888889,635607.142857143,6176,1.1563888889,0.6356071429,6176
1145198.41269841,702142.857142857,6176,1.1451984127,0.7021428571,6176
1106002.96442688,610850.790513834,6176,1.1060029644,0.6108507905,6176
1148864.40677966,715002.991026919,6176,1.1488644068,0.715002991,6176
1134045.58969277,665750.247770069,6176,1.1340455897,0.6657502478,6176
1208254.2204568,759553.128103277,6176,1.2082542205,0.7595531281,6176
1075990.07936508,654546.626984127,6175,1.0759900794,0.654546627,6175
1076116.53386454,752861.553784861,6175,1.0761165339,0.7528615538,6175
1163136.31840796,644748.258706468,6175,1.1631363184,0.6447482587,6175
1126869.39182453,720510.468594217,6174,1.1268693918,0.7205104686,6174
1100029.85074627,612058.706467662,6174,1.1000298507,0.6120587065,6174
1098839.96023857,632389.662027833,6174,1.0988399602,0.632389662,6174
1085342.62948207,537400.398406375,6174,1.0853426295,0.5374003984,6174
1133291.25248509,519353.876739563,6174,1.1332912525,0.5193538767,6174
1165164.51932607,468419.226957384,6174,1.1651645193,0.468419227,6174
1089136.31840796,563254.726368159,6173,1.0891363184,0.5632547264,6173
1060072.70916335,532576.693227092,6173,1.0600727092,0.5325766932,6173
1055636.99307616,601437.190900099,6173,1.0556369931,0.6014371909,6173
1189371.37137137,635065.065065065,6172,1.1893713714,0.6350650651,6172
991206.75944334,601407.554671968,6172,0.9912067594,0.6014075547,6172
1139271.9123506,530189.243027889,6172,1.1392719124,0.530189243,6172
1072360.03956479,655100.890207715,6172,1.0723600396,0.6551008902,6172
1055565.60636183,450106.361829026,6172,1.0555656064,0.4501063618,6172
1054475.57328016,515844.466600199,6172,1.0544755733,0.5158444666,6172
1128421.47117296,452213.717693837,6172,1.1284214712,0.4522137177,6172
1075498.51042701,499772.591857001,6172,1.0754985104,0.4997725919,6172
992455.633100698,537924.227318046,6172,0.9924556331,0.5379242273,6172
1049683.26693227,676212.151394422,6172,1.0496832669,0.6762121514,6172
1064747.51491054,647698.807157058,6172,1.0647475149,0.6476988072,6172
1048804.1749503,735925.447316103,6171,1.048804175,0.7359254473,6171
1083960.15936255,639440.239043825,6171,1.0839601594,0.639440239,6171
1148384.69184891,738627.236580517,6171,1.1483846918,0.7386272366,6171
1113985.07462687,644199.004975124,6171,1.1139850746,0.644199005,6171
1035410.53677932,665487.077534791,6171,1.0354105368,0.6654870775,6171
1110368.15920398,525105.472636816,6171,1.1103681592,0.5251054726,6171
993794.642857143,587621.031746032,6171,0.9937946429,0.5876210317,6171
946122.509960159,692598.605577689,6171,0.94612251,0.6925986056,6171
1039958.16733068,722997.011952191,6170,1.0399581673,0.722997012,6170
1030346.19188922,635148.367952522,6170,1.0303461919,0.635148368,6170
1080673.67367367,704412.412412412,6170,1.0806736737,0.7044124124,6170
1161131.47410359,649156.374501992,6170,1.1611314741,0.6491563745,6170
1107916.41791045,683107.462686567,6170,1.1079164179,0.6831074627,6170
1180374.12935323,726408.955223881,6170,1.1803741294,0.7264089552,6170
1121445.32803181,570678.926441352,6170,1.121445328,0.5706789264,6170
1126724.82552343,767417.746759721,6168,1.1267248255,0.7674177468,6168
1144201.78926441,635228.628230616,6167,1.1442017893,0.6352286282,6167
1054848.60557769,744493.027888446,6167,1.0548486056,0.7444930279,6167
1084744.53280318,572183.896620278,6167,1.0847445328,0.5721838966,6167
1095775.89641434,712756.972111554,6167,1.0957758964,0.7127569721,6167
1168881.5920398,588447.76119403,6167,1.168881592,0.5884477612,6167
1032642.43027888,608464.143426295,6167,1.0326424303,0.6084641434,6167
1107560.75697211,530375.498007968,6167,1.107560757,0.530375498,6167
1155950.24875622,641539.303482587,6165,1.1559502488,0.6415393035,6165
1113729.8105683,436453.639082752,6165,1.1137298106,0.4364536391,6165
1116047.76119403,612397.014925373,6165,1.1160477612,0.6123970149,6165
1201260.69651741,631913.432835821,6165,1.2012606965,0.6319134328,6165
1226325.07433102,674969.276511397,6165,1.2263250743,0.6749692765,6165
1156984,670394,6164,1.156984,0.670394,6164
1236863.54581673,704654.38247012,6164,1.2368635458,0.7046543825,6164
1218670.3187251,557333.665338645,6163,1.2186703187,0.5573336653,6163
1294312.06380857,612785.643070788,6162,1.2943120638,0.6127856431,6162
1239415.92039801,594882.587064677,6162,1.2394159204,0.5948825871,6162
1178908.73015873,657278.76984127,6162,1.1789087302,0.6572787698,6162
1029723.27672328,540521.478521479,6160,1.0297232767,0.5405214785,6160
1618911.44278607,650146.268656716,6152,1.6189114428,0.6501462687,6152
1122141.43426295,572789.84063745,6151,1.1221414343,0.5727898406,6151
